Cote,Titre,Auteur,Lieu,Edition,Annee,Nb pages,Matiere,Inventaire
327/50,السياسة الخارجية للدولة الإسلامية والإستراتيجية العليا في إدارة الصراع الدولي كما حدد مبادئهما الرسول (ص),"عثمان, عبد عثمان",بيروت,دار مكتبة الهلال,1994,278,العلاقات السياسية الدولية,21166
396_091/02,المرأة العربية عبر التاريخ,"عثمان, علي",بيروت,دار التضامن,1976,163,المرأة,21167
615/12,علم تأثير الأدوية,"عثمان, فهيمة",دمشق,مطبعة الإتحاد,1990,277,الصيدلة,21168
621.31/07 ج1,هندسة محطات القدرة الكهربائية . الجزء الأول,"عثمان, محمد علي",دمشق,جامعة دمشق,1991,564,الطاقة الكهربائية,21169
621.3/12 ج2,التطبيقات العلمية في أسس الهندسة الكهربائية . الجزء الثاني,"عثمان, محمد علي, الجابي, سميح",دمشق,جامعة دمشق,1991,290,هندسة كهربائية,21170
297.89/01,السلفية في المجتمعات المعاصرة,"عثمان, محمد فتحي",الكويت,دار القلم,1981,150,الحركات والطوائف الإسلامية المعاصرة : السلفية,21171
621.31/07 ج2,هندسة محطات القدرة الكهربائية. الجزء الثاني,"عثمان, محمدعلي",دمشق,جامعة دمشق,1991,454,الطاقة الكهربائية,21172
297.2/02,أصول الحديث : علومه ومصطلحه,"عجاج الخطيب, محمد",N/A,دار الفكر,1975,492,الحديث,21173
297.2/73,المختصر الوجيز في علوم الحديث,"عجاج الخطيب, محمد",بيروت,مؤسسة الرسالة,1985,310,الحديث,21174
330.191.6/60,التطور الإقتصادي في أوروبا والوطن العربي,"عجمية, محمد عبد العزيز",بيروت,دار النهضة العربية,1983,403,الإقتصاد العالمي,21175
343.9/02,البطالة في العالم العربي وعلاقتها بالجريمة,"عجوة, عاطف عبد الفتاح",الرياض,المركزالعربي للدراسات الامنية والتدريب,1985,241,علم الاجرام,21176
631.4/14,جيوكيمياء التربة. القسم النظري,"عجيب, علي سعيد",دمشق,مطبعة خالد بن الوليد,1992,355,علم التربة,21177
002/03,الوثائق الهاشمية أوراق عبد الله بن الحسين,"عدنان البخيت, محمد (إشراف)",عمان,جامعة آل البيت,1994,320,علم التوثيق,21178
801.56/09,السيوطي النحوي,"عدنان, محمد سلمان",بغداد,دار الرسالة للطباعة,1976,728,النحو العربي,21179
621/02,قياسات وأجهزة قياس ميكانيكية,"عرار, عبد العزيز",دمشق,جامعة دمشق,1992,504,الهندسة الميكانيكية,21180
297.15/10,سنن الله في المجتمع من خلال القرآن,"عرجون, محمد الصادق",الرياض,الدالر السعودية للنشر و التوزيع,1984,74,القرآن : دراسات,21181
801.5/27 ج1,من بلاغة النظم العربي: دراسة تحليلية لمسائل علم المعاني,"عرفه, عبد العزيز عبد المعطي",بيروت,عالم الكتب,1984,282,البلاغة العربية,21182
619/06 ج2,المراقبة الصحية للحوم والأسماك ومنتجاتها,"عروانة, عبد العزيز خالد",سوريا,"جامعة البعث, مديرية الكتب والمطبوعات الجامعية",1993,360,الطب البيطري,21184
955/01,المكتبة الوطنية,عروبة الأحواز وخرافات حكام ايران,بغداد,N/A,1975,188,تاريخ ايران,21185
792_612/01,الفن والمسرح في ليبيا,"عريبي, بشير محمد",تونس,الدار العربية للكتاب,1981,326,المسرح في ليبيا,21187
008/36,الإستشراق و تغريب العق التاريخي العربي - نقد العقل التاريخي,"عريبي, محمد ياسين",الرباط,منشورات المجلس القومي للثقافة العربية,1991,226,الثقافة العربية : الإستشراق,21188
82.091_567/01,الشعر العراقي الحديث والتيارات السياسية والإجتماعية,"عز الدين, يوسف",القاهرة,دار المعارف,1977,268,دراسة أدبية : الأدب العراقي,21189
368/02,مبادىء التأمين,"عز,عادل عبد الحميد",بيروت,دار النهضة العربية,1971,451,التأمين,21190
631/08,انتاج واختبارات البذور,"عزال, حسن محمود",حلب,N/A,1991,621,الهندسة الزراعية,21191
930.2/02,التاريخ والمنهج التاريخي لابن حجر العسقلاني,"عزالدين, محمد كمال",بيروت,دار اقرأ,1984,555,المنهجية التاريخية,21192
02/11,"علم تحقيق الوثائق ""الدبلوماتيك","عزام, برجس",دممشق,جامعة دمشق,1992,138,علم المكتبات: علم تحقيق الوثائق,21193
02:651.5/01,الأرشيف: الأنواع - المحتوات - الإدارة - التنظيم - التاريخ,"عزام, برجس",دمشق,مطبعة الإتحاد,1991,148,علم المكتبات: الأرشيف,21194
82-1_عب/09,ذكرى أبي الطيب بعد ألف عام,"عزام, عبد الوهاب",القاهرة,دار المعارف,1968,320,الأدب العباسي,21195
35.08/07,الاجراءات الادارية والتنظيمة في المؤسسات,"عزام, عزام توفيق",عمان,المنظمة العربية للعلوم الادارية,1986,95,القانون الإداري: الأفراد,21196
964/215ج1,رسائل موحدية (مجموعة جديدة) ج 1,عزاوي احمد( تحقيق ودراسة),القنيطرة,كلية الآداب والعلوم الإنسانية,1995,606,تاريح المغرب,21197
911/18,المصورات الخاصة,"عزاوي, عبد المرشد",دمشق,مطبعة الداودي,1982,287,الجغرافية العامة,21198
008_927/24,مشكلة الحياة وحلولها في التراث الإسلامي,"عزب, خالد",القاهرة,دار القدس,1995,96,الحضارة الإسلامية,21199
351/02,علاقات المشروع العام بالعملاء والموردين: دراسات قانونية مقارنة,"عزمي, محمد مدحت",الإسكندرية,منشآة المعارف,N/A,478,نشاط الإدارة العامة,21200
532/03 ج1,ميكانيك الموائع: الجزء الاول,"عزوز, دريد",سوريا,جامعة حلب,1991,596,ميكانيك المواد السائلة,21201
532/03 ج2,ميكانيك الموائع: الجزء الثاني,"عزوز, دريد",سوريا,جامعة حلب,1988,668,ميكانيك المواد السائلة,21202
1:297/49,اللامعقول وفلسفة الغزالي,"عزوز, محيي الدين",ليبيا-تونس,الدار العربية للكتاب,1983,181,فلسفة إسلامية,21203
330.11/21,قضايا التنمية والتحديث في الوطن العربي,"عزيز, خيري",بيروت,دار الآفاق الجديدة,1983,687,الظواهر والأهداف الإقتصادية,21204
373.66/03,أصول وتقنيات التدريس والتدريب,"عزيز, صبحي خليل",بغداد,مركز التعريب والنشر,1985,426,مناهج وطرق التدريس,21205
35/59,متابعة تنفيذ خطط التنمية: نحو نظام متكامل وفعال,"عزيز, وليد",عمان,المنظمة العربية للعلوم الادارية,1986,56,القانون الإداري,21206
82-32/26,البحار والأسطرلاب,"عزيزة, محمد",تونس,دار سراس,1985,112,القصة,21207
297.6/05,قبسات من حياة الرسول,"عساف, أحمد محمد",بيروت,دار إحياء العلوم,1977,350,السيرة النبوية,21208
330.11/26,بيئة نشأة وتطور المشروعات الصناعية في الكويت,"عسكر, كمال",الكويت,المعهد العربي للتحطيط,1986,319,الظواهر والأهداف الإقتصادية,21209
338.93/07,بيئة نشأة وتطور المشروعات الصناعية في الدول العربية,"عسكر, كمال",الكويت,المعهد العربي للتخطيط بالكويت,1982,952,المقاولات,21210
336/11,المالية العامة,"عسو, منصور",البيضاء,مطبعة النجاح الجديدة,1995,314,المالية العامة,21211
159.91/01,علم النفس الفسيولوجي: دراسة في تفسير السلوك الإنساني,"عسوي, عبد الرحمن",بيروت,دار النهضة العربية,1974,495,علم النفس الفيزيولوجي,21212
82.09/61,الصورة الفنية: في التراث النقدي والبلاغي عند العرب,"عصفور, جابر",بيروت,دار التنوير,1983,406,النقد الادبي,21213
935/07,معالم حضارات الشرق الادنى القديم,"عصفور, محمد أبو المحاسن",بيروت,دار النهضة العربية,1979,N/A,تاريخ الشرق القديم,21214
